,Financial Institution Number,Institution Name,Institution Type,Charter Type,Headquarters,Failure Date,Insurance Fund,Certificate Number,Transaction Type,Total Deposits,Total Assets,Estimated Loss (2015)
2139,2130.0,"COLONY SAVINGS BANK, FSB",SAVINGS BANK,STATE,MONACA,4/5/1990 ,RTC,27839.0,ACQUISITION,330654,427473.0,82102.0
2140,4178.0,CHAMPIONS POINT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,HOUSTON,4/5/1990 ,BIF,25780.0,ACQUISITION,19513,20581.0,4808.0
2141,7132.0,FIRST FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,WARNER ROBINS,4/12/1990 ,RTC,31233.0,ACQUISITION,144101,150053.0,14965.0
2142,7115.0,CONSTITUTION FED. SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,MONTEREY PARK,4/12/1990 ,RTC,31271.0,PAYOUT,64763,66415.0,3.0
2143,4179.0,THE BAZINE STATE BANK,COMMERCIAL BANK,STATE,BAZINE,4/12/1990 ,BIF,15869.0,ACQUISITION,16509,16940.0,1959.0
2144,4180.0,"THE SEAMEN'S BANK OF SAVINGS, FS",SAVINGS BANK,STATE,NEW YORK,4/18/1990 ,BIF,16070.0,ACQUISITION,2141918,3391988.0,148042.0
2145,4181.0,CORINTH DEPOSIT NATIONAL BANK,COMMERCIAL BANK,FEDERAL,CORINTH,4/19/1990 ,BIF,15051.0,ACQUISITION,8652,8744.0,402.0
2146,4185.0,COVE STATE BANK,COMMERCIAL BANK,STATE,COPPERAS COVE,4/19/1990 ,BIF,18110.0,ACQUISITION,37464,37343.0,6022.0
2147,4186.0,CHAS. SCHREINER BANK,COMMERCIAL BANK,STATE,KERRVILLE,4/19/1990 ,BIF,17952.0,ACQUISITION,232549,228079.0,38898.0
2148,4183.0,FIRST STATE BANK OF CRANDALL,COMMERCIAL BANK,STATE,CRANDALL,4/19/1990 ,BIF,22147.0,ACQUISITION,15627,15830.0,3031.0
2149,4184.0,SECURITY NATIONAL BANK OF ELGIN,COMMERCIAL BANK,FEDERAL,ELGIN,4/19/1990 ,BIF,24915.0,ACQUISITION,10710,10839.0,2351.0
2150,4182.0,ACADIANA NATIONAL BANK,COMMERCIAL BANK,FEDERAL,LAFAYETTE,4/19/1990 ,BIF,24941.0,ACQUISITION,33030,33510.0,1341.0
2151,7365.0,FIRST SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,MASSILON,4/20/1990 ,RTC,28307.0,ACQUISITION,157855,168158.0,14379.0
2152,7303.0,SOUTHEASTERN FEDERAL SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,LAUREL,4/20/1990 ,RTC,31897.0,TRANSFER,38391,49813.0,8914.0
2153,7414.0,HERITAGE FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,LAMAR,4/20/1990 ,RTC,30301.0,ACQUISITION,44335,45859.0,8185.0
2154,7293.0,TEXAS FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,SAN ANTONIO,4/20/1990 ,RTC,30305.0,PAYOUT,60497,55368.0,49152.0
2155,7177.0,FIRST NETWORK SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,LOS ANGELES,4/20/1990 ,RTC,32187.0,PAYOUT,393643,303826.0,186061.0
2156,7158.0,ENTERPRISE FED. FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,CLEARWATER,4/20/1990 ,RTC,32253.0,ACQUISITION,45095,62602.0,9293.0
2157,4187.0,BERGEN PARK NATIONAL BANK,COMMERCIAL BANK,FEDERAL,EVERGREEN,4/20/1990 ,BIF,25831.0,ACQUISITION,5896,5769.0,1113.0
2158,4191.0,CENTRAL ARIZONA BANK,COMMERCIAL BANK,STATE,CHANDLER,4/26/1990 ,BIF,23002.0,ACQUISITION,7083,6644.0,1029.0
2159,4188.0,TRINITY NATIONAL BANK OF DALLAS,COMMERCIAL BANK,FEDERAL,DALLAS,4/26/1990 ,BIF,18721.0,ACQUISITION,37505,37140.0,1158.0
2160,4189.0,"SIGNATURE BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,DALLAS,4/26/1990 ,BIF,24666.0,ACQUISITION,27398,26758.0,1619.0
2161,4190.0,GUARDIAN BANK,COMMERCIAL BANK,STATE,SCOTTSDALE,4/26/1990 ,BIF,25666.0,ACQUISITION,27020,25901.0,8369.0
2162,7161.0,HOME OWNERS SAVINGS BANK,SAVINGS BANK,STATE,BURLINGTON,4/27/1990 ,RTC,29581.0,ACQUISITION,2701444,3491516.0,354298.0
2163,7400.0,SANTA BARBARA S & L ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,SANTA BARBARA,4/27/1990 ,RTC,28666.0,ACQUISITION,1744298,4291640.0,55.0
2164,4192.0,"FIRST NATIONAL BANK, NORTHEAST",COMMERCIAL BANK,FEDERAL,AUSTIN,5/3/1990 ,BIF,22262.0,ACQUISITION,18699,18013.0,4692.0
2165,4193.0,RICHARDSON NATIONAL BANK,COMMERCIAL BANK,FEDERAL,RICHARDSON,5/3/1990 ,BIF,21812.0,ACQUISITION,59061,50460.0,12416.0
2166,7348.0,CAPITOL FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,AURORA,5/4/1990 ,RTC,28526.0,ACQUISITION,794367,980569.0,391105.0
2167,7120.0,FIRST FED. SAVINGS BANK & TRUST,SAVINGS BANK,STATE,INDEPENDENCE,5/4/1990 ,RTC,28257.0,TRANSFER,21072,25410.0,9892.0
2168,7100.0,PENINSULA S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,SOUTH SAN FRANCISCO,5/4/1990 ,RTC,31982.0,TRANSFER,46145,51805.0,1461.0
2169,7228.0,SECURITY FEDERAL SAVINGS BANK,SAVINGS BANK,STATE,CARLSBAD,5/4/1990 ,RTC,31433.0,TRANSFER,34154,26863.0,15479.0
2170,4194.0,TUCKER STATE BANK,COMMERCIAL BANK,STATE,JACKSONVILLE,5/4/1990 ,BIF,25138.0,ACQUISITION,43458,41759.0,17829.0
2171,7376.0,MUTUAL AIDE S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,MANASQUAN,5/4/1990 ,RTC,30130.0,ACQUISITION,105011,103314.0,17873.0
2172,7259.0,"MISSISSIPPI SAVINGS BANK, FSB",SAVINGS BANK,STATE,BATESVILLE,5/8/1990 ,RTC,32411.0,PAYOUT,148703,172343.0,16308.0
2173,4195.0,CHANCERY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,DENVER,5/9/1990 ,BIF,25052.0,ACQUISITION,14917,15234.0,2442.0
2174,4198.0,FIRST NATIONAL BANK OF DESOTO,COMMERCIAL BANK,FEDERAL,DESOTO,5/10/1990 ,BIF,23699.0,ACQUISITION,26512,24070.0,8608.0
2175,4199.0,DOMINION NATIONAL BANK OF DENVER,COMMERCIAL BANK,FEDERAL,DENVER,5/10/1990 ,BIF,23527.0,ACQUISITION,14568,15317.0,2224.0
2176,4197.0,FIRST NATIONAL BANK OF GRAND SALINE,COMMERCIAL BANK,FEDERAL,GRAND SALINE,5/10/1990 ,BIF,16108.0,ACQUISITION,28669,28574.0,6291.0
2177,4196.0,COMMONWEALTH NATIONAL BANK,COMMERCIAL BANK,FEDERAL,DALLAS,5/10/1990 ,BIF,19026.0,ACQUISITION,45691,44494.0,2305.0
2178,7406.0,GREAT WEST FEDERAL SAVINGS BANK,SAVINGS BANK,STATE,CRAIG,5/11/1990 ,RTC,32576.0,ACQUISITION,31038,28089.0,4904.0
2179,7121.0,"UNITED SAVINGS BANK, FSB",SAVINGS BANK,STATE,WINDOM,5/11/1990 ,RTC,29182.0,TRANSFER,133233,161452.0,43841.0
2180,7401.0,THE FEDERAL SAVINGS BANC FA,SAVINGS ASSOCIATION,FEDERAL/STATE,ARLINGTON,5/11/1990 ,RTC,31134.0,PAYOUT,124286,137288.0,41210.0
2181,7312.0,FIRST FSA OF BREAUX BRIDGE,SAVINGS ASSOCIATION,FEDERAL/STATE,BREAUX BRIDGE,5/11/1990 ,RTC,31508.0,ACQUISITION,20901,20360.0,1414.0
2182,7261.0,UNITED SAVINGS FSB,SAVINGS ASSOCIATION,FEDERAL/STATE,PATERSON,5/15/1990 ,RTC,30147.0,PAYOUT,244812,245785.0,21053.0
2183,4200.0,THE FIRST NATIONAL BANK OF GEORGETOWN,COMMERCIAL BANK,FEDERAL,GEORGETOWN,5/17/1990 ,BIF,3216.0,ACQUISITION,70280,71615.0,32877.0
2184,4201.0,FIRST-TAYLOR NATIONAL BANK,COMMERCIAL BANK,FEDERAL,TAYLOR,5/17/1990 ,BIF,5547.0,ACQUISITION,79791,74001.0,10857.0
2185,4202.0,"MERCHANTSBANK OF BOSTON, A CO-OP",SAVINGS BANK,STATE,BOSTON,5/18/1990 ,BIF,26862.0,TRANSFER,390997,392219.0,95568.0
2186,7339.0,FIRST FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,BORGER,5/18/1990 ,RTC,30432.0,ACQUISITION,53681,63198.0,16565.0
2187,7388.0,JENNINGS FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,JENNINGS,5/18/1990 ,RTC,29130.0,TRANSFER,55946,54070.0,10978.0
2188,7364.0,FIRST FEDERAL SAVINGS OF CONROE,SAVINGS ASSOCIATION,FEDERAL/STATE,CONROE,5/18/1990 ,RTC,28944.0,ACQUISITION,146206,174251.0,29614.0
2189,7378.0,SOUTHWEST SAVINGS ASSOCIATION,SAVINGS ASSOCIATION,FEDERAL/STATE,DALLAS,5/18/1990 ,RTC,30592.0,ACQUISITION,3767794,5325053.0,390465.0
2190,7407.0,JONESBORO FEDERAL SA,SAVINGS ASSOCIATION,FEDERAL/STATE,JONESBORO,5/18/1990 ,RTC,28811.0,PAYOUT,54058,55046.0,18829.0
2191,4204.0,FARMERS STATE BANK OF BROOKSHIRE,COMMERCIAL BANK,STATE,BROOKSHIRE,5/24/1990 ,BIF,15366.0,ACQUISITION,19590,19438.0,3327.0
2192,4207.0,"MEMORIAL BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,HOUSTON,5/24/1990 ,BIF,24896.0,ACQUISITION,73263,75928.0,34809.0
2193,4206.0,MIDWAY NATIONAL BANK,COMMERCIAL BANK,FEDERAL,DALLAS,5/24/1990 ,BIF,25100.0,ACQUISITION,17059,16389.0,4461.0
2194,4205.0,GENTRY COUNTY BANK,COMMERCIAL BANK,STATE,ALBANY,5/24/1990 ,BIF,11456.0,ACQUISITION,46328,42268.0,5583.0
2195,7247.0,FIRST AMERICAN FEDERAL SAVINGS,SAVINGS BANK,STATE,FORT SMITH,5/25/1990 ,RTC,27980.0,ACQUISITION,444172,450689.0,45217.0
2196,7310.0,FIRST FEDERAL SAVINGS & LOAN,SAVINGS ASSOCIATION,FEDERAL/STATE,NEW BRAUNFELS,5/25/1990 ,RTC,29324.0,TRANSFER,209021,232334.0,29593.0
2197,7296.0,REMINGTON FEDERAL SAVINGS ASSOC.,SAVINGS ASSOCIATION,FEDERAL/STATE,ELGIN,5/25/1990 ,RTC,31726.0,PAYOUT,113909,127005.0,63199.0
2198,7217.0,"BANK USA, FEDERAL ASSOCIATION",SAVINGS ASSOCIATION,FEDERAL/STATE,SILVIS,5/25/1990 ,RTC,31938.0,TRANSFER,20859,22853.0,-433.0
2199,2101.0,AMERICAN PIONEER SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,ORLANDO,5/25/1990 ,RTC,32056.0,ACQUISITION,1375875,1613793.0,446120.0
2200,4208.0,THE HUNTSVILLE NATIONAL BANK,COMMERCIAL BANK,FEDERAL,HUNTSVILLE,5/31/1990 ,BIF,1193.0,ACQUISITION,107969,107169.0,11189.0
2201,4210.0,"THE WILSHIRE BANK, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,LOS ANGELES,5/31/1990 ,BIF,23499.0,ACQUISITION,23915,24752.0,3435.0
2202,4209.0,ROCKY MOUNTAIN NATIONAL BANK,COMMERCIAL BANK,FEDERAL,DENVER,5/31/1990 ,BIF,25909.0,ACQUISITION,8860,9203.0,1677.0
2203,4214.0,"NBC BANK- SOUTH TEXAS, NATIONAL",COMMERCIAL BANK,FEDERAL,CORPUS CHRISTI,6/1/1990 ,BIF,3410.0,ACQUISITION,126492,118358.0,10430.0
2204,4215.0,"NBC BANK-HOUSTON, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,HOUSTON,6/1/1990 ,BIF,20276.0,ACQUISITION,284619,186247.0,115996.0
2205,4212.0,"NBC BANK-AUSTIN, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,AUSTIN,6/1/1990 ,BIF,22404.0,ACQUISITION,41824,33805.0,5786.0
2206,4216.0,"NBC BANK-KERRVILLE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,KERRVILLE,6/1/1990 ,BIF,22685.0,ACQUISITION,30750,26011.0,4239.0
2207,7292.0,TIME FS & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,SAN FRANCISCO,6/1/1990 ,RTC,31671.0,ACQUISITION,53942,57943.0,3127.0
2208,4218.0,"NBC BANK-SAN ANTONIO, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,SAN ANTONIO,6/1/1990 ,BIF,5512.0,ACQUISITION,877566,938232.0,66106.0
2209,4219.0,"NBC BANK-SEGUIN, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,SEGUIN,6/1/1990 ,BIF,5524.0,ACQUISITION,68258,63757.0,5647.0
2210,4217.0,"NBC BANK-RIO GRANDE VALLEY, NA",COMMERCIAL BANK,FEDERAL,MISSION,6/1/1990 ,BIF,15488.0,ACQUISITION,135221,138742.0,0.0
2211,4220.0,"NBC BANK-UVALDE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,UVALDE,6/1/1990 ,BIF,19307.0,ACQUISITION,36165,35133.0,0.0
2212,7355.0,MUTUAL S & LA,SAVINGS ASSOCIATION,FEDERAL/STATE,WEATHERFORD,6/1/1990 ,RTC,28848.0,PAYOUT,93295,104774.0,15755.0
2213,7287.0,FIRST ANNAPOLIS SAVINGS,SAVINGS BANK,STATE,ANNAPOLIS,6/1/1990 ,RTC,28419.0,TRANSFER,618270,720116.0,176938.0
2214,7315.0,INVESTORS OF FLORIDA,SAVINGS ASSOCIATION,FEDERAL/STATE,DEERFIELD BEACH,6/1/1990 ,RTC,32315.0,ACQUISITION,244856,282574.0,64122.0
2215,7333.0,GREAT LIFE FSA,SAVINGS ASSOCIATION,FEDERAL/STATE,SUNRISE,6/1/1990 ,RTC,32323.0,ACQUISITION,36325,42727.0,7549.0
2216,4211.0,THE HOME NATIONAL BANK OF MILFORD,COMMERCIAL BANK,FEDERAL,MILFORD,6/1/1990 ,BIF,2614.0,ACQUISITION,436259,461659.0,94699.0
2217,4213.0,"NBC BANK-BOERNE, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,BOERNE,6/1/1990 ,BIF,19185.0,ACQUISITION,57099,53811.0,296.0
2218,4221.0,HULEN NATIONAL BANK,COMMERCIAL BANK,FEDERAL,FORT WORTH,6/7/1990 ,BIF,24496.0,ACQUISITION,11705,11718.0,0.0
2219,4224.0,RICHMARK BANK,COMMERCIAL BANK,STATE,HOUSTON,6/7/1990 ,BIF,20240.0,ACQUISITION,35824,35194.0,11665.0
2220,4222.0,CLIFTON NATIONAL BANK,COMMERCIAL BANK,FEDERAL,CLIFTON,6/7/1990 ,BIF,25300.0,ACQUISITION,12217,12139.0,1625.0
2221,4223.0,TEXAS NATIONAL BANK,COMMERCIAL BANK,FEDERAL,EL PASO,6/7/1990 ,BIF,24724.0,ACQUISITION,131684,131825.0,6309.0
2222,7257.0,HOMETOWN SAVINGS BANK FSB,SAVINGS BANK,STATE,DELPHI,6/8/1990 ,RTC,28716.0,ACQUISITION,58653,64666.0,8121.0
2223,7288.0,FIRST BANKERS TRUST,SAVINGS ASSOCIATION,FEDERAL/STATE,MIDLAND,6/8/1990 ,RTC,30770.0,PAYOUT,93539,103645.0,14543.0
2224,7212.0,HOME FEDERAL,SAVINGS BANK,STATE,WORCESTER,6/8/1990 ,RTC,30390.0,TRANSFER,243512,235780.0,139459.0
2225,4225.0,THE MERCHANTS BANK OF CALIFORNIA,COMMERCIAL BANK,STATE,BEVERLY HILLS,6/8/1990 ,BIF,23795.0,ACQUISITION,60994,62435.0,3354.0
2226,4226.0,"ALLIANCE BANK, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,AUSTIN,6/14/1990 ,BIF,24349.0,ACQUISITION,85452,81144.0,14250.0
2227,4228.0,WILLOW BEND NATIONAL BANK,COMMERCIAL BANK,FEDERAL,PLANO,6/14/1990 ,BIF,24652.0,ACQUISITION,66130,58945.0,26590.0
2228,4227.0,THE WIMBERLEY BANK,COMMERCIAL BANK,STATE,WIMBERLEY,6/14/1990 ,BIF,21476.0,ACQUISITION,24293,23282.0,3836.0
2229,4229.0,EXCHANGE NATIONAL BANK OF DEL CITY,COMMERCIAL BANK,FEDERAL,DEL CITY,6/14/1990 ,BIF,21187.0,ACQUISITION,39583,43160.0,6995.0
2230,4230.0,NATIONAL CITY BANK OF DENVER,COMMERCIAL BANK,FEDERAL,DENVER,6/14/1990 ,BIF,3012.0,ACQUISITION,65127,58350.0,13507.0
2231,7372.0,FIRST FEDERAL SAVINGS & LOAN,SAVINGS BANK,STATE,METAIRIE,6/15/1990 ,RTC,31843.0,PAYOUT,134186,156335.0,51720.0
2232,7251.0,CHARTER SAVINGS BANK,SAVINGS ASSOCIATION,FEDERAL/STATE,NEWPORT,6/15/1990 ,RTC,31924.0,TRANSFER,280368,313895.0,9808.0
2233,7265.0,MOULTRIE SAVINGS BANK FSB,SAVINGS BANK,STATE,MOULTRIE,6/15/1990 ,RTC,27890.0,ACQUISITION,52651,65753.0,2459.0
2234,4231.0,BANK M,COMMERCIAL BANK,STATE,MIAMI,6/15/1990 ,BIF,24683.0,ACQUISITION,10719,10691.0,3852.0
2235,7436.0,UNITED S & L OF TRENTON,SAVINGS ASSOCIATION,FEDERAL/STATE,TRENTON,6/15/1990 ,RTC,27617.0,ACQUISITION,277303,277721.0,33795.0
2236,4232.0,FARMERS AND MERCHANTS BANK,COMMERCIAL BANK,STATE,BUCKEYE,6/18/1990 ,BIF,22852.0,ACQUISITION,22382,23999.0,5768.0
2237,4233.0,BANK OF EAST TEXAS,COMMERCIAL BANK,STATE,TYLER,6/21/1990 ,BIF,24864.0,ACQUISITION,11173,11049.0,3507.0
2238,4235.0,LAKELAND STATE BANK,COMMERCIAL BANK,STATE,AUSTIN,6/21/1990 ,BIF,26711.0,ACQUISITION,12760,12774.0,1651.0
2239,4236.0,CENTRE NATIONAL BANK-FARMERS BRANCH,COMMERCIAL BANK,FEDERAL,FARMERS BRANCH,6/21/1990 ,BIF,25089.0,ACQUISITION,39179,39656.0,5164.0
2240,4234.0,PEOPLES NATIONAL BANK,COMMERCIAL BANK,FEDERAL,CALDWELL,6/21/1990 ,BIF,24982.0,ACQUISITION,10848,9649.0,3152.0
